sample_year,sample_date,stream_name,site_id,sample_hitch,gear_type,taxon_code,life_stage,coding_id,unique_id,count_individuals,length_mm,sex,date_sorted,taxonomist,sia_sample_id,bug_sample_status,bug_samp_location,notes
2016,8/1/16,Laramie,LR05,H2,dnet,Simulidae,NA,3,B-2016-LR05-H2-3,29,NA,NA,2/17/17,BMM,B165,YES,Storage tube,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Asellidae,NA,3,B-2016-LR05-H2-3,8,NA,NA,1/20/17,NA,NA,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Elmidae-larvae,larvae,3,B-2016-LR05-H2-3,1,NA,NA,1/26/18,NTB,NA,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Dytiscidae,NA,4,B-2016-LR05-H2-4,15,NA,NA,2/17/17,BMM,B169,YES,Storage tube,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Elmidae-larvae,larvae,5,B-2016-LR05-H2-5,7,NA,NA,2/17/17,BMM,B170,NO,Storage tube,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Elmidae-larvae,larvae,6,B-2016-LR05-H2-6,8,NA,NA,2/17/17,BMM,B166,YES,Storage tube,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Hydropyschidae,NA,7,B-2016-LR05-H2-7,24,NA,NA,2/17/17,BMM,B182,YES,Storage tube,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Hydroptilidae,NA,8,B-2016-LR05-H2-8,18,NA,NA,2/17/17,BMM,B175,NO,Storage tube,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Leptohyphidae,NA,9,B-2016-LR05-H2-9,69,NA,NA,2/17/17,BMM,B167,NO,Storage tube,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,1,C-2016-LR05-H2-1,1,25,m,1/26/18,NTB,C0042,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,10,C-2016-LR05-H2-10,1,28,m,4/3/18,RD,NA,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,11,C-2016-LR05-H2-11,1,27,m,4/3/18,RD,NA,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,12,C-2016-LR05-H2-12,1,26,f,4/3/18,RD,NA,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,13,C-2016-LR05-H2-13,1,35,m,4/3/18,RD,NA,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,14,C-2016-LR05-H2-14,1,17,f,4/3/18,RD,NA,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,15,C-2016-LR05-H2-15,1,9,NA,4/3/18,RD,NA,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,16,C-2016-LR05-H2-16,1,8,NA,4/3/18,RD,NA,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,17,C-2016-LR05-H2-17,1,33,m,4/3/18,RD,NA,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,2,C-2016-LR05-H2-2,1,35,f,1/26/18,NTB,C0043,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,3,C-2016-LR05-H2-3,1,5,f,1/26/18,NTB,C0044,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,4,C-2016-LR05-H2-4,1,19,f,1/26/18,NTB,C0045,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,5,C-2016-LR05-H2-5,1,18,m,1/26/18,NTB,C0046,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,6,C-2016-LR05-H2-6,1,16,f,1/26/18,NTB,C0047,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,7,C-2016-LR05-H2-7,1,17,m,1/26/18,NTB,C0048,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,8,C-2016-LR05-H2-8,1,4,f,1/26/18,NTB,C0049,NA,NA,NA
2016,8/1/16,Laramie,LR05,H2,dnet,Orconectes,NA,9,C-2016-LR05-H2-9,1,20,f,4/3/18,RD,NA,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Ephemeridae,NA,10,B-2016-LR05-H3-10,7,NA,NA,6/4/19,NTB,B0574,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Elmidae-adult,NA,11,B-2016-LR05-H3-11,2,NA,NA,6/4/19,NTB,B0575,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Gyrinidae,NA,12,B-2016-LR05-H3-12,2,NA,NA,6/4/19,NTB,B0576,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Baetidae,NA,13,B-2016-LR05-H3-13,35,NA,NA,6/4/19,NTB,B0577,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Leptophlebiidae,NA,14,B-2016-LR05-H3-14,30,NA,NA,6/4/19,NTB,B0578,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Leptophlebiidae,NA,15,B-2016-LR05-H3-15,2,NA,NA,6/4/19,NTB,B0579,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Elmidae-larvae,NA,16,B-2016-LR05-H3-16,2,NA,NA,6/4/19,NTB,B0580,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Ephemeridae,NA,17,B-2016-LR05-H3-17,2,NA,NA,6/4/19,NTB,B0581,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Hydropyschidae,NA,4,B-2016-LR05-H3-4,48,NA,NA,6/4/19,NTB,B0568,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Rhyacophilidae,NA,5,B-2016-LR05-H3-5,1,NA,NA,6/4/19,NTB,B0569,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Tipulidae,NA,6,B-2016-LR05-H3-6,12,NA,NA,6/4/19,NTB,B0570,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Chironomidae,NA,7,B-2016-LR05-H3-7,55,NA,NA,6/4/19,NTB,B0571,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Hydropyschidae,NA,8,B-2016-LR05-H3-8,27,NA,NA,6/4/19,NTB,B0572,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Dytiscidae,NA,9,B-2016-LR05-H3-9,27,NA,NA,6/4/19,NTB,B0573,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Orconectes,NA,10,C-2016-LR05-H3-10,NA,9,m,6/4/19,NTB,C0179,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Orconectes,NA,11,C-2016-LR05-H3-11,NA,9,m,6/4/19,NTB,C0180,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Orconectes,NA,12,C-2016-LR05-H3-12,NA,12,m,6/4/19,NTB,C0181,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Orconectes,NA,13,C-2016-LR05-H3-13,NA,7,m,6/4/19,NTB,C0182,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Orconectes,NA,14,C-2016-LR05-H3-14,NA,8,f,6/4/19,NTB,C0183,NA,NA,NA
2016,8/26/16,Laramie,LR05,H3,dnet,Orconectes,NA,9,C-2016-LR05-H3-9,NA,31,f,6/4/19,NTB,C0178,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Simulidae,NA,1,B-2016-LR06-H1-1,198,NA,NA,5/21/18,NTB,B0087,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Heptaganeidae,NA,10,B-2016-LR06-H1-10,15,NA,NA,5/21/18,NTB,B0096,NA,NA,NA
2016,7/13/16,Laramie,LR06,H1,dnet,Leptohyphidae,NA,11,B-2016-LR06-H1-11,160,NA,NA,5/21/18,NTB,B0097,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Chironomidae,NA,2,B-2016-LR06-H1-2,14,NA,NA,5/21/18,NTB,B0088,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Gammaride,NA,3,B-2016-LR06-H1-3,22,NA,NA,5/21/18,NTB,B0089,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Physidae,NA,4,B-2016-LR06-H1-4,2,NA,NA,5/21/18,NTB,B0090,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Simulidae,adult,5,B-2016-LR06-H1-5,4,NA,NA,5/21/18,NTB,B0091,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,UNKN,NA,6,B-2016-LR06-H1-6,2,NA,NA,5/21/18,NTB,B0092,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Hydropyschidae,NA,7,B-2016-LR06-H1-7,14,NA,NA,5/21/18,NTB,B0093,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Hydrophilidae,NA,8,B-2016-LR06-H1-8,1,NA,NA,5/21/18,NTB,B0094,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Baetidae,NA,9,B-2016-LR06-H1-9,269,NA,NA,5/21/18,NTB,B0095,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,1,C-2016-LR06-H1-1,1,28,f,3/23/18,NTB,C0050,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,10,C-2016-LR06-H1-10,1,7,f,3/23/18,NTB,C0059,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,11,C-2016-LR06-H1-11,1,7,m,3/23/18,NTB,C0060,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,12,C-2016-LR06-H1-12,1,8,f,3/23/18,NTB,C0061,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,13,C-2016-LR06-H1-13,1,6,f,3/23/18,NTB,C0062,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,14,C-2016-LR06-H1-14,1,7,f,3/23/18,NTB,C0063,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,15,C-2016-LR06-H1-15,1,9,f,3/23/18,NTB,C0064,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,16,C-2016-LR06-H1-16,1,5,m,3/23/18,NTB,C0065,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,17,C-2016-LR06-H1-17,1,6,f,3/23/18,NTB,C0066,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,18,C-2016-LR06-H1-18,1,6,m,3/23/18,NTB,C0067,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,19,C-2016-LR06-H1-19,1,6,f,3/23/18,NTB,C0068,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,2,C-2016-LR06-H1-2,1,8,f,3/23/18,NTB,C0051,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,20,C-2016-LR06-H1-20,1,4,f,5/21/18,NTB,C0069,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,3,C-2016-LR06-H1-3,1,7,m,3/23/18,NTB,C0052,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,4,C-2016-LR06-H1-4,1,10,f,3/23/18,NTB,C0053,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,5,C-2016-LR06-H1-5,1,9,m,3/23/18,NTB,C0054,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,6,C-2016-LR06-H1-6,1,6,m,3/23/18,NTB,C0055,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,7,C-2016-LR06-H1-7,1,8,f,3/23/18,NTB,C0056,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,8,C-2016-LR06-H1-8,1,8,f,3/23/18,NTB,C0057,NA,NA,NA
2016,7/15/16,Laramie,LR06,H1,dnet,Orconectes,NA,9,C-2016-LR06-H1-9,1,7,m,3/23/18,NTB,C0058,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Elmidae-larvae,NA,12,B-2016-LR06-H2-12,60,NA,NA,5/21/19,NTB,B0582,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Elmidae-larvae,NA,13,B-2016-LR06-H2-13,60,NA,NA,5/21/19,NTB,B0583,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Hydropyschidae,NA,14,B-2016-LR06-H2-14,15,NA,NA,5/21/19,NTB,B0584,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Elmidae-larvae,NA,15,B-2016-LR06-H2-15,14,NA,NA,5/21/19,NTB,B0585,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Baetidae,NA,16,B-2016-LR06-H2-16,87,NA,NA,5/21/19,NTB,B0586,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Baetidae,NA,17,B-2016-LR06-H2-17,67,NA,NA,5/21/19,NTB,B0587,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Elmidae-larvae,NA,18,B-2016-LR06-H2-18,5,NA,NA,5/21/19,NTB,B0588,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Simulidae,NA,19,B-2016-LR06-H2-19,11,NA,NA,5/21/19,NTB,B0589,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Gammaride,NA,20,B-2016-LR06-H2-20,20,NA,NA,5/21/19,NTB,B0590,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Sialidae,NA,21,B-2016-LR06-H2-21,1,NA,NA,5/21/19,NTB,B0591,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Acrididae,NA,22,B-2016-LR06-H2-22,1,NA,NA,5/21/19,NTB,B0592,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Dytiscidae,NA,23,B-2016-LR06-H2-23,3,NA,NA,5/21/19,NTB,B0736,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Elmidae-larvae,NA,24,B-2016-LR06-H2-24,2,NA,NA,5/21/19,NTB,B0737,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Elmidae-adult,NA,25,B-2016-LR06-H2-25,1,NA,NA,5/21/19,NTB,B0738,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Orconectes,NA,21,C-2016-LR06-H2-21,NA,10,m,5/21/19,NTB,C0184,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Orconectes,NA,22,C-2016-LR06-H2-22,NA,10,f,5/21/19,NTB,C0185,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Orconectes,NA,23,C-2016-LR06-H2-23,NA,11,m,5/21/19,NTB,C0186,NA,NA,NA
2016,9/8/16,Laramie,LR06,H2,dnet,Orconectes,NA,24,C-2016-LR06-H2-24,NA,7,f,5/21/19,NTB,C0187,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Baetidae,NA,1,B-2016-LR06-H3-1,61,NA,NA,5/29/19,NTB,B0717,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Chironomidae,NA,10,B-2016-LR06-H3-10,17,NA,NA,5/29/19,NTB,B0726,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Tipulidae,NA,11,B-2016-LR06-H3-11,2,NA,NA,5/29/19,NTB,B0727,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Gammaride,NA,12,B-2016-LR06-H3-12,29,NA,NA,5/29/19,NTB,B0728,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Gomphidae,NA,13,B-2016-LR06-H3-13,1,NA,NA,5/29/19,NTB,B0729,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Gerridae,NA,14,B-2016-LR06-H3-14,1,NA,NA,5/29/19,NTB,B0730,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Gyrinidae,NA,15,B-2016-LR06-H3-15,32,NA,NA,5/29/19,NTB,B0731,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Simulidae,NA,16,B-2016-LR06-H3-16,5,NA,NA,5/29/19,NTB,B0732,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Hydrophilidae,NA,17,B-2016-LR06-H3-17,1,NA,NA,5/29/19,NTB,B0733,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Perlidae,NA,18,B-2016-LR06-H3-18,2,NA,NA,5/29/19,NTB,B0734,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Physidae,NA,19,B-2016-LR06-H3-19,2,NA,NA,5/29/19,NTB,B0735,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Baetidae,NA,2,B-2016-LR06-H3-2,61,NA,NA,5/29/19,NTB,B0718,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Baetidae,NA,3,B-2016-LR06-H3-3,61,NA,NA,5/29/19,NTB,B0719,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Simulidae,NA,4,B-2016-LR06-H3-4,12,NA,NA,5/29/19,NTB,B0720,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Heptaganeidae,NA,5,B-2016-LR06-H3-5,8,NA,NA,5/29/19,NTB,B0721,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Elmidae-larvae,NA,6,B-2016-LR06-H3-6,27,NA,NA,5/29/19,NTB,B0722,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Hydropyschidae,NA,7,B-2016-LR06-H3-7,31,NA,NA,5/29/19,NTB,B0723,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Hydropyschidae,NA,8,B-2016-LR06-H3-8,30,NA,NA,5/29/19,NTB,B0724,NA,NA,NA
2016,8/30/16,Laramie,LR06,H3,dnet,Simulidae,NA,9,B-2016-LR06-H3-9,80,NA,NA,5/29/19,NTB,B0725,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Gomphidae,NA,1,B-2016-LR07-H1-1,1,NA,NA,2/26/18,NTB,B0098,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Brachycentridae,NA,10,B-2016-LR07-H1-10,1,NA,NA,5/29/18,NTB,B0107,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Hydropyschidae,NA,11,B-2016-LR07-H1-11,1,NA,NA,5/29/18,NTB,B0108,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Perlidae,NA,12,B-2016-LR07-H1-12,45,NA,NA,5/29/18,NTB,B0109,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Perlidae,adult,13,B-2016-LR07-H1-13,3,NA,NA,5/29/18,NTB,B0110,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Baetidae,NA,14,B-2016-LR07-H1-14,9,NA,NA,5/29/18,NTB,B0111,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Heptaganeidae,NA,15,B-2016-LR07-H1-15,4,NA,NA,5/29/18,NTB,B0112,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Leptohyphidae,NA,16,B-2016-LR07-H1-16,57,NA,NA,5/29/18,NTB,B0113,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Isonychiidae,NA,17,B-2016-LR07-H1-17,2,NA,NA,5/29/18,NTB,B0114,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Naucoridae,NA,2,B-2016-LR07-H1-2,3,NA,NA,2/26/18,NTB,B0099,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Dytiscidae,NA,3,B-2016-LR07-H1-3,2,NA,NA,2/26/18,NTB,B0100,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Hydrophilidae,NA,4,B-2016-LR07-H1-4,1,NA,NA,2/26/18,NTB,B0101,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Belostomatidae,NA,5,B-2016-LR07-H1-5,1,NA,NA,2/26/18,NTB,B0102,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Corixidae,NA,6,B-2016-LR07-H1-6,14,NA,NA,5/29/18,NTB,B0103,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Naucoridae,NA,7,B-2016-LR07-H1-7,5,NA,NA,5/29/18,NTB,B0104,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Hydrophilidae,NA,8,B-2016-LR07-H1-8,5,NA,NA,5/29/18,NTB,B0105,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Physidae,NA,9,B-2016-LR07-H1-9,1,NA,NA,5/29/18,NTB,B0106,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Orconectes,NA,1,C-2016-LR07-H1-1,1,8,f,2/26/18,NTB,C0070,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Orconectes,NA,10,C-2016-LR07-H1-10,1,14,m,2/26/18,NTB,C0079,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Orconectes,NA,11,C-2016-LR07-H1-11,1,13,m,2/26/18,NTB,C0080,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Orconectes,NA,12,C-2016-LR07-H1-12,1,17,f,2/26/18,NTB,C0081,NA,NA,NA
2016,7/15/16,Laramie,LR07,H1,dnet,Orconectes,NA,13,C-2016-LR07-H1-13,1,27,m,2/26/18,NTB,C0082,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Orconectes,NA,2,C-2016-LR07-H1-2,1,7,f,2/26/18,NTB,C0071,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Orconectes,NA,3,C-2016-LR07-H1-3,1,9,f,2/26/18,NTB,C0072,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Orconectes,NA,4,C-2016-LR07-H1-4,1,10,m,2/26/18,NTB,C0073,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Orconectes,NA,5,C-2016-LR07-H1-5,1,12,f,2/26/18,NTB,C0074,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Orconectes,NA,6,C-2016-LR07-H1-6,1,13,f,2/26/18,NTB,C0075,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Orconectes,NA,7,C-2016-LR07-H1-7,1,10,m,2/26/18,NTB,C0076,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Orconectes,NA,8,C-2016-LR07-H1-8,1,12,m,2/26/18,NTB,C0077,NA,NA,NA
2016,7/14/16,Laramie,LR07,H1,dnet,Orconectes,NA,9,C-2016-LR07-H1-9,1,13,f,2/26/18,NTB,C0078,NA,NA,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Chironomidae,NA,1,B-2016-LR07-H2-1,78,NA,NA,3/10/17,BMM,B236,YES,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Ceratopogonidae,NA,10,B-2016-LR07-H2-10,1,NA,NA,3/10/17,BMM,B226,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Oligoneuriidae,NA,11,B-2016-LR07-H2-11,10,NA,NA,3/10/17,BMM,B223,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Polymitaryidae,NA,12,B-2016-LR07-H2-12,5,NA,NA,3/10/17,BMM,B228,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Caenidae,NA,13,B-2016-LR07-H2-13,1,NA,NA,3/10/17,BMM,B242,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Elmidae-larvae,larvae,14,B-2016-LR07-H2-14,83,NA,NA,3/10/17,BMM,B252,YES,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Hydrophilidae,adult,15,B-2016-LR07-H2-15,44,NA,NA,3/10/17,BMM,B244,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Dytiscidae,adult,16,B-2016-LR07-H2-16,6,NA,NA,3/10/17,BMM,B232,YES,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Elmidae-adult,adult,17,B-2016-LR07-H2-17,24,NA,NA,3/10/17,BMM,B237,YES,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Hydrophilidae,larvae,18,B-2016-LR07-H2-18,7,NA,NA,3/10/17,BMM,B221,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Stratiomyidae,NA,19,B-2016-LR07-H2-19,4,NA,NA,3/10/17,BMM,B238,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Simulidae,NA,2,B-2016-LR07-H2-2,12,NA,NA,3/10/17,BMM,B225,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Perlidae,NA,20,B-2016-LR07-H2-20,7,NA,NA,3/10/17,BMM,B227,YES,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Corixidae,NA,21,B-2016-LR07-H2-21,4,NA,NA,3/10/17,BMM,B248,YES,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Naucoridae,NA,22,B-2016-LR07-H2-22,2,NA,NA,3/10/17,BMM,B220,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Veliidae,NA,23,B-2016-LR07-H2-23,5,NA,NA,3/10/17,BMM,B240,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Mesoveliidae,NA,24,B-2016-LR07-H2-24,2,NA,NA,3/10/17,BMM,B247,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Cicadellidae,NA,25,B-2016-LR07-H2-25,7,NA,NA,3/10/17,BMM,B243,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Tetragnathidae,NA,26,B-2016-LR07-H2-26,3,NA,NA,3/10/17,BMM,B230,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Hydroptilidae,NA,27,B-2016-LR07-H2-27,7,NA,NA,3/10/17,BMM,B250,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Odontoceridae,NA,28,B-2016-LR07-H2-28,11,NA,NA,3/10/17,BMM,B219,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Polycentropodidae,NA,29,B-2016-LR07-H2-29,1,NA,NA,3/10/17,BMM,B222,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Leptohyphidae,NA,3,B-2016-LR07-H2-3,861,NA,NA,3/10/17,BMM,NA,NA,NA,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Brachycentridae,NA,30,B-2016-LR07-H2-30,1,NA,NA,3/10/17,BMM,B251,NO,Storage tube,NA
2016,8/2/16,Laramie,LR07,H2,dnet,Chironomidae,adult,31,B-2016-LR07-H2-31,3,NA,NA,3/10/17,BMM,B239,NO,Storage tube,NA
