unique_id,sample_year,stream_name,site_id,sample_hitch,compartment,resource,taxon_code,length_mm,d13C,d15N,CN
2016-LR04-BNT-61,2016,Laramie,LR04,H3,fish,fish,BNT,85,-30.5147752,8.6362426,3.822445685
2016-LR01-BNT-01,2016,Laramie,LR04,H3,fish,fish,BNT,172,-25.9886988,7.98366,3.266603164
d-956,2016,Laramie,LR04,H3,fish,fish,BNT,NA,-27.6,9.2,3.6
d-960,2016,Laramie,LR04,H3,fish,fish,BNT,NA,-26.3,9.6,3.3
d-961,2016,Laramie,LR04,H3,fish,fish,BNT,NA,-25.9,9.5,3.4
d-957,2016,Laramie,LR04,H3,fish,fish,BNT,NA,-25.8,10.1,3.2
d-945,2016,Laramie,LR04,H3,fish,fish,BNT,NA,-25.4,9.8,3.3
d-962,2016,Laramie,LR04,H3,fish,fish,BNT,NA,-25.3,9.4,3.1
d-964,2016,Laramie,LR04,H3,fish,fish,BNT,NA,-25,9.3,3.1
2016-LR04-BNT-20,2017,Laramie,LR04,H3,fish,fish,BNT,60,-26.163525,7.752431,3.264514
2016-LR04-BNT-23,2017,Laramie,LR04,H3,fish,fish,BNT,69,-25.9250765,8.003028,3.694596512
2016-LR04-BNT-26,2017,Laramie,LR04,H3,fish,fish,BNT,155,-26.8486735,8.6485112,3.201821547
2016-LR04-BNT-30,2017,Laramie,LR04,H3,fish,fish,BNT,47,-25.3753645,7.7042672,3.586720678
2016-LR04-BNT-55,2017,Laramie,LR04,H3,fish,fish,BNT,151,-28.6598133,9.022824,3.255275374
2016-LR04-BNT-63,2017,Laramie,LR04,H3,fish,fish,BNT,51,-30.3803906,8.2952608,3.276524559
2016-LR01-BNT-02,2017,Laramie,LR04,H3,fish,fish,BNT,159,-25.4299092,7.90286,3.272336231
2017-LR04-BNT-01,2017,Laramie,LR04,H3,fish,fish,BNT,280,-26.8988038,9.7199308,3.39668998
2017-LR04-BNT-02,2017,Laramie,LR04,H3,fish,fish,BNT,450,-26.3640449,9.4752248,3.816225776
2017-LR04-BNT-49,2017,Laramie,LR04,H3,fish,fish,BNT,74,-29.8404794,9.2005548,3.436775426
2017-LR04-BNT-50,2017,Laramie,LR04,H3,fish,fish,BNT,71,-30.5126904,8.8070276,3.737211965
2017-LR04-BNT-51,2017,Laramie,LR04,H3,fish,fish,BNT,76,-29.1943542,9.3353928,3.413408627
2017-LR04-BNT-52,2017,Laramie,LR04,H3,fish,fish,BNT,69,-28.6345128,9.4752248,3.416548806
2017-LR04-BNT-53,2017,Laramie,LR04,H3,fish,fish,BNT,70,-29.5595554,9.5021924,3.423260677
2017-LR04-BNT-54,2017,Laramie,LR04,H3,fish,fish,BNT,63,-29.6789481,9.3024324,3.393817039
2017-LR04-BNT-55,2017,Laramie,LR04,H3,fish,fish,BNT,64,-28.6937075,9.3953208,3.377825946
d-639,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,NA,-30.1,9.1,3.4
d-635,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,NA,-29.9,9.4,3.4
d-642,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,NA,-29.6,8.7,3.4
d-645,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,NA,-29.5,8.7,3.3
d-646,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,NA,-29.5,9,3.2
d-640,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,NA,-29.3,8.2,3.4
d-385,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,75,-29.1,9.2,3.3
d-643,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,NA,-29.1,8.7,3.3
d-636,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,NA,-28.8,9.1,3.3
d-634,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,NA,-28.6,8.9,3.4
d-379,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,78,-28.5,8.8,3.2
d-644,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,NA,-28.5,8.9,3.3
d-638,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,NA,-28.4,8.7,3.4
d-641,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,NA,-28.2,9.1,3.3
d-637,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,NA,-28.1,8.7,3.4
d-387,2013,Laramie,LR04,H3,fish,fish,BNT-yoy,75,-27.8,8.9,3.3
2016-LR04-H1-terr-c3c4,2016,Laramie,LR04,H1,baseline,terrC3,c3,NA,-25.92665264,2.610244,14.84401091
PP-17-H2-LR04-FBOM-DEP-229A,2017,Laramie,LR04,H3,baseline,terrC3,c3,NA,-26.3404164,1.521455,11.74428879
PP-16-H1-LR08-FBOM---NA,2016,Laramie,LR04,H1,baseline,terrC4,c3,NA,-20.1636616,2.4893929,10.74541115
PP-17-H2-LR08-FBOM-DEP-6-A,2017,Laramie,LR04,H2,baseline,terrC4,c4,NA,-20.651469,3.94648984,4.611535357
d-16,2013,Laramie,LR04,H3,invert,invert,Caenidae,NA,-28.2457,4.2,4.5
d-186,2013,Laramie,LR04,H3,invert,invert,Caenidae,NA,-25.8282,5.8,4.2
d-49,2013,Laramie,LR04,H3,invert,invert,Ceratopogonidae,NA,-27.7,7.2,3.9
d-176,2013,Laramie,LR04,H3,invert,invert,Chaoboridae,NA,-26.1183,7.6,4.2
d-3,2013,Laramie,LR04,H3,invert,invert,Chironomidae,NA,-31.05,5.3,4.5
d-161,2013,Laramie,LR04,H3,invert,invert,Chironomidae,NA,-26.7952,5.8,4.1
d-967,2013,Laramie,LR04,H3,invert,invert,Chironomidae,NA,-26.7952,8,5.3
d-205,2013,Laramie,LR04,H3,invert,invert,Chironomidae,NA,-26.215,5.8,4.6
d-966,2016,Laramie,LR04,H3,invert,invert,Chironomidae,NA,-27.8589,7,4.3
B-2016-LR04-H3-5,2016,Laramie,LR04,H3,invert,invert,Chironomidae,NA,-24.57737428,3.222059,5.074094432
B-2016-LR04-H3-31,2016,Laramie,LR04,H3,invert,invert,Chironomidae,NA,-28.58382596,6.0452875,5.244626851
d-181,2013,Laramie,LR04,H3,invert,invert,Chrysomelidae,NA,-27.2,4.8,3.8
d-383,2013,Laramie,LR04,H3,fish,fish,CKC,85,-27.6,8.9,3.3
d-512,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-27.1,12.1,3.3
d-380,2013,Laramie,LR04,H3,fish,fish,CKC,82,-27,9,3.3
d-502,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-27,10.8,3.3
d-509,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-27,10.6,3.4
d-390,2013,Laramie,LR04,H3,fish,fish,CKC,80,-26.9,9,3.3
d-510,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.8,12.3,3.4
d-494,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.7,11.2,3.3
d-495,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.7,11.2,3.4
d-499,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.7,12.4,3.3
d-500,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.7,11.7,3.4
d-504,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.7,11.5,3.4
d-508,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.4,10.9,3.3
d-498,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.1,11.4,3.3
d-503,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.1,11.2,3.3
d-511,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.1,12.8,3.4
d-496,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26,12,3.3
d-501,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26,12.4,3.4
d-497,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-25.8,11.6,3.3
d-505,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-25.6,11.8,3.4
d-506,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-25.6,11.9,3.4
d-507,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-24.6,12.9,3.3
2016-LR04-CKC-03,2016,Laramie,LR04,H3,fish,fish,CKC,143,-26.1110085,9.38692,3.279082435
2016-LR04-CKC-05,2016,Laramie,LR04,H3,fish,fish,CKC,110,-25.7795645,9.1161368,3.291365791
2016-LR04-CKC-14,2016,Laramie,LR04,H3,fish,fish,CKC,82,-24.72155456,8.4736512,4.108095988
2016-LR04-CKC-16,2016,Laramie,LR04,H3,fish,fish,CKC,106,-25.877583,9.2700136,3.346913391
2016-LR04-CKC-64,2016,Laramie,LR04,H3,fish,fish,CKC,151,-28.9399931,10.665819,3.491503534
2016-LR04-CKC-71,2016,Laramie,LR04,H3,fish,fish,CKC,167,-28.1180147,10.467621,3.446823845
2016-LR04-CKC-65,2016,Laramie,LR04,H3,fish,fish,CKC,168,-28.5381596,11.039192,3.44815691
2016-LR04-CKC-04,2016,Laramie,LR04,H3,fish,fish,CKC,137,-28.2828173,10.294448,3.446383335
2016-LR04-CKC-66,2016,Laramie,LR04,H3,fish,fish,CKC,119,-28.6716784,9.3185817,3.700704905
2016-LR04-CKC-67,2016,Laramie,LR04,H3,fish,fish,CKC,94,-28.0492488,8.8945393,3.479860469
2016-LR04-CKC-70,2016,Laramie,LR04,H3,fish,fish,CKC,75,-29.5069648,8.9575456,3.746434098
2016-LR04-CKC-72,2016,Laramie,LR04,H3,fish,fish,CKC,134,-29.2113864,9.091559,3.525018338
2016-LR04-CKC-73,2016,Laramie,LR04,H3,fish,fish,CKC,126,-28.562728,8.9945493,3.308683569
2016-LR04-CKC-74,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-28.6061064,8.8155314,3.524461603
2016-LR04-CKC-69,2016,Laramie,LR04,H3,fish,fish,CKC,86,-28.8438564,9.5204788,3.990049712
2016-LR04-CKC-15,2016,Laramie,LR04,H3,fish,fish,CKC,82,-24.97777262,8.8404527,4.046589897
2016-LR04-CKC-17,2016,Laramie,LR04,H3,fish,fish,CKC,100,-25.03047103,9.149051,4.196884821
2016-LR04-CKC-68,2016,Laramie,LR04,H3,fish,fish,CKC,83,-26.2374956,8.9343305,3.816106391
d-871,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-28.2,9.7,3.3
d-867,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.8,9,3.3
d-875,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.7,9.3,3.3
d-884,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.6,9.1,3.3
d-880,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.5,9.4,3.3
d-864,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.4,9.6,3.4
d-872,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.4,9,3.4
d-883,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.4,8.9,3.2
d-869,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.2,9.8,3.3
d-870,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.1,9.4,3.3
d-882,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.1,9.4,3.2
d-873,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27,9.3,3.3
d-877,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27,9.9,3.3
2017-LR04-CKC-110,2017,Laramie,LR04,H3,fish,fish,CKC,135,-28.9338893,10.65681,3.489508159
2017-LR04-CKC-116,2017,Laramie,LR04,H3,fish,fish,CKC,173,-28.5229001,11.026179,3.439311303
2017-LR04-CKC-112,2017,Laramie,LR04,H3,fish,fish,CKC,154,-28.2563675,10.267421,3.442115993
2017-LR04-CKC-05,2017,Laramie,LR04,H3,fish,fish,CKC,150,-27.6075352,10.444848,3.618225374
2017-LR04-CKC-06,2017,Laramie,LR04,H3,fish,fish,CKC,165,-27.4439973,9.661418,3.11528258
2017-LR04-CKC-07,2017,Laramie,LR04,H3,fish,fish,CKC,125,-28.486426,9.708324,3.443916158
2017-LR04-CKC-08,2017,Laramie,LR04,H3,fish,fish,CKC,140,-28.1904525,9.92988,3.456464212
2017-LR04-CKC-09,2017,Laramie,LR04,H3,fish,fish,CKC,145,-29.0653301,9.577586,3.464719575
2017-LR04-CKC-10,2017,Laramie,LR04,H3,fish,fish,CKC,135,-28.3539904,9.371,3.470787615
2017-LR04-CKC-11,2017,Laramie,LR04,H3,fish,fish,CKC,140,-27.723918,10.135468,3.284860207
2017-LR04-CKC-13,2017,Laramie,LR04,H3,fish,fish,CKC,89,-27.9436407,9.92988,3.530674788
2017-LR04-CKC-18,2017,Laramie,LR04,H3,fish,fish,CKC,94,-28.6178583,9.44086,3.632550736
2017-LR04-CKC-21,2017,Laramie,LR04,H3,fish,fish,CKC,88,-28.1412908,9.888962,3.509664534
2017-LR04-CKC-22,2017,Laramie,LR04,H3,fish,fish,CKC,113,-28.0881159,9.476788,3.378288633
d-868,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-27.4,8.5,3.6
d-878,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-27.4,9.5,3.3
d-865,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-27.1,9.3,3.3
d-885,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-27.1,9.5,3.3
d-876,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-26.7,9.7,3.3
d-866,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-26.6,9.7,3.3
d-881,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-26.6,9.3,3.3
d-874,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-26.5,9.1,3.3
d-879,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-26.5,9,3.3
d-159,2013,Laramie,LR04,H3,invert,invert,Corbiculidae,NA,-29,5.5,3.8
d-196,2013,Laramie,LR04,H3,invert,invert,Corbiculidae,NA,-23.7975,6,4.9
d-45,2013,Laramie,LR04,H3,invert,invert,Corbiculidae,NA,-21.0899,5.5,5.5
B-2016-LR04-H3-43,2016,Laramie,LR04,H3,invert,invert,Corbiculidae,NA,-22.25771728,6.1089495,6.392496135
d-48,2013,Laramie,LR04,H3,invert,invert,Corixidae,NA,-29.8,6.1,3.7
d-134,2013,Laramie,LR04,H3,invert,invert,Corixidae,NA,-28.3,4.6,3.9
d-1,2013,Laramie,LR04,H3,invert,invert,Corixidae,NA,-27.8,5.5,4
B-2016-LR04-H3-41,2016,Laramie,LR04,H3,invert,invert,Corixidae,NA,-31.34588643,6.3737795,5.29378747
B-2016-LR04-H3-2,2016,Laramie,LR04,H3,invert,invert,Corixidae,NA,-24.40071953,4.319703,4.230583949
d-155,2013,Laramie,LR04,H3,invert,invert,Crayfish,NA,-28.7,6.6,3.7
d-204,2013,Laramie,LR04,H3,invert,invert,Crayfish,NA,-28.2,6.2,3.5
d-171,2013,Laramie,LR04,H3,invert,invert,Crayfish,NA,-26.215,5.3,4.3
d-156,2013,Laramie,LR04,H3,invert,invert,Crayfish,NA,-25.5381,5.9,4.2
d-647,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-27.5,9.8,3.4
d-653,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-27,10.6,3.3
d-648,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-26.6,9.8,3.4
d-649,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-26.6,8.7,3.5
d-651,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-26.4,10,3.4
d-650,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-26.3,10.2,3.3
d-652,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-26.3,11.4,3.4
d-654,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-26.2,11.6,3.5
d-602,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-28.1,9.2,3.4
d-599,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.9,9.3,3.4
d-593,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.8,8.8,3.3
d-604,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.7,8.9,3.4
d-591,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.6,9.3,3.3
d-594,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.6,9.8,3.3
d-608,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.6,8.8,3.3
d-104,2013,Laramie,LR04,H3,fish,fish,CSH,75,-27.5,8.7,3.4
d-609,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.5,9.3,3.4
d-612,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.4,9.5,3.4
d-601,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.3,8.6,3.3
d-595,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.2,8.9,3.3
d-598,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.2,8.4,3.3
d-607,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.2,8.9,3.4
d-611,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.2,9.4,3.3
d-603,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.1,8.8,3.3
d-121,2013,Laramie,LR04,H3,fish,fish,CSH,63,-27,9.1,3.4
d-596,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27,9.6,3.3
d-597,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27,8.7,3.3
d-600,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27,8.7,3.4
d-122,2013,Laramie,LR04,H3,fish,fish,CSH,62,-26.9,9.1,3.4
d-605,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-26.8,9.2,3.3
d-610,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-26.7,9,3.4
d-606,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-26.6,9.5,3.3
d-592,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-26.5,9.3,3.4
2016-LR04-CSH-31,2016,Laramie,LR04,H3,fish,fish,CSH,101,-27.2488315,9.057184,3.527357032
2016-LR04-CSH-32,2016,Laramie,LR04,H3,fish,fish,CSH,NA,-28.1,9.2,3.4
2016-LR04-CSH-33,2016,Laramie,LR04,H3,fish,fish,CSH,NA,-27.9,9.3,3.4
2016-LR04-CSH-34,2016,Laramie,LR04,H3,fish,fish,CSH,NA,-27.8,8.8,3.3
2016-LR04-CSH-35,2016,Laramie,LR04,H3,fish,fish,CSH,NA,-27.7,8.9,3.4
2016-LR04-CSH-36,2016,Laramie,LR04,H3,fish,fish,CSH,NA,-27.6,9.3,3.3
2016-LR04-CSH-37,2016,Laramie,LR04,H3,fish,fish,CSH,NA,-27.6,9.8,3.3
2017-LR04-CSH-42,2017,Laramie,LR04,H3,fish,fish,CSH,101,-28.4593369,9.253236,3.411378448
2017-LR04-CSH-43,2017,Laramie,LR04,H3,fish,fish,CSH,104,-28.4974623,10.027684,3.370101134
2017-LR04-CSH-44,2017,Laramie,LR04,H3,fish,fish,CSH,105,-28.4442874,9.318106,3.329107927
2017-LR04-CSH-45,2017,Laramie,LR04,H3,fish,fish,CSH,84,-27.543324,9.197348,3.403737423
2017-LR04-CSH-46,2017,Laramie,LR04,H3,fish,fish,CSH,75,-28.2968023,9.832076,3.366726246
2017-LR04-CSH-48,2017,Laramie,LR04,H3,fish,fish,CSH,49,-27.3747696,9.684372,3.387421242
2017-LR04-CSH-137,2017,Laramie,LR04,H3,fish,fish,CSH,172,-27.013,10.136,3.223
2017-LR04-CSH-138,2017,Laramie,LR04,H3,fish,fish,CSH,99,-26.967,9.967,3.144
2017-LR04-CSH-139,2017,Laramie,LR04,H3,fish,fish,CSH,97,-27.539,8.794,3.718
d-151,2013,Laramie,LR04,H3,invert,invert,Culicidae,NA,-26.6018,6.8,4.2
B-2016-LR04-H2-5,2016,Laramie,LR04,H2,invert,invert,Dytiscidae,NA,-27.55896986,5.023074,4.973622447
B-2016-LR04-H3-34,2016,Laramie,LR04,H3,invert,invert,Dytiscidae,NA,-27.71354278,4.6304612,5.89888252
B-2016-LR04-H3-23,2016,Laramie,LR04,H3,invert,invert,Dytiscidae,NA,-27.33741315,4.92655,5.668548609
d-179,2013,Laramie,LR04,H3,invert,invert,Elmidae,NA,-27.6655,3,4.4
B-2016-LR04-H3-22,2016,Laramie,LR04,H3,invert,invert,Elmidae-adult,NA,-24.95804099,2.1564597,5.008227572
B-2016-LR04-H3-33,2016,Laramie,LR04,H3,invert,invert,Elmidae-adult,NA,-26.54412154,5.0495869,4.609226117
B-2016-LR04-H3-21,2016,Laramie,LR04,H3,invert,invert,Elmidae-larvae,NA,-25.45292103,2.8376463,5.257849407
B-2016-LR04-H3-32,2016,Laramie,LR04,H3,invert,invert,Elmidae-larvae,NA,-30.99222088,3.9182476,5.540161561
d-51,2013,Laramie,LR04,H3,invert,invert,Ephemerellidae,NA,-32.4038,4.3,4.3
d-199,2013,Laramie,LR04,H3,invert,invert,Ephemerellidae,NA,-30.5,4.7,3.9
d-15,2013,Laramie,LR04,H3,invert,invert,Ephemeridae,NA,-26.4084,5.5,4.6
d-158,2013,Laramie,LR04,H3,invert,invert,Ephemeridae,NA,-28.2,5.1,3.9
d-150,2013,Laramie,LR04,H3,invert,invert,Ephemeridae,NA,-28,5.2,3.8
d-183,2013,Laramie,LR04,H3,invert,invert,Ephemeridae,NA,-27.8,5.2,3.9
d-197,2013,Laramie,LR04,H3,invert,invert,Ephemeridae,NA,-27.6,4.9,3.9
d-259,2013,Laramie,LR04,H3,invert,invert,Ephemeridae,NA,-25.1513,5.2,4.1
B-2016-LR04-H3-39,2016,Laramie,LR04,H3,invert,invert,Ephemeridae,NA,-28.19342872,5.309185,4.805599133
B-2016-LR04-H3-36,2016,Laramie,LR04,H3,invert,invert,Ephemeridae,NA,-27.62247275,5.5525495,5.225067406
B-2016-LR04-H3-35,2016,Laramie,LR04,H3,invert,invert,Ephemeridae,NA,-27.79229555,5.783896,5.114372401
d-174,2013,Laramie,LR04,H3,invert,invert,Ephydridae,NA,-26.6018,7.1,4.1
d-214,2013,Laramie,LR04,H3,invert,invert,Ephydridae,NA,-25.7315,6.9,4.3
PP-16-H1-LR04-FBOM-DEP--NA,2016,Laramie,LR04,H1,baseline,detritus,FBOM,NA,-27.3620126,2.4869774,8.757534063
PP-16-H3-LR04-FBOM-EROS--NA,2016,Laramie,LR04,H3,baseline,detritus,FBOM,NA,-25.9391344,1.3021949,9.873372181
PP-16-H2-LR04-FBOM-EROS--NA,2016,Laramie,LR04,H2,baseline,detritus,FBOM,NA,-25.465036,2.2430886,9.139582111
PP-16-H2-LR04-FBOM-DEP--NA,2016,Laramie,LR04,H2,baseline,detritus,FBOM,NA,-26.4572932,2.2808256,11.63040664
PP-17-H1-LR04-ALG-LITH-80-A,2017,Laramie,LR04,H1,baseline,detritus,FBOM,NA,-22.4933782,3.7930552,14.83253589
PP-17-H2-LR04-FBOM-DEP-14-A,2017,Laramie,LR04,H2,baseline,detritus,FBOM,NA,-26.1532729,2.3196856,9.915662651
PP-17-H1-LR04-FBOM-DEP-84-A,2017,Laramie,LR04,H1,baseline,detritus,FBOM,NA,-26.7421942,1.257025,11.51007781
2017-LR04-H2-terr-c4,2017,Laramie,LR04,H2,baseline,detritus,FBOM,NA,-27.90504528,3.6814956,17.53100556
d-706,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-33.1,9,3.5
d-105,2013,Laramie,LR04,H3,fish,fish,FHM,55,-30.3,8.5,3.5
d-695,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-30,8.5,3.4
d-693,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-29.9,9.3,3.3
d-108,2013,Laramie,LR04,H3,fish,fish,FHM,69,-29.4,9.7,3.4
d-696,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-29.4,8.2,3.4
d-699,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-29.2,8.4,3.3
d-701,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.7,8.9,3.3
d-694,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.6,9,3.4
d-698,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.6,8.8,3.3
d-700,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.6,7.9,3.5
d-702,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.5,8.6,3.4
d-703,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.5,8.6,3.4
d-707,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.5,8.5,3.4
d-106,2013,Laramie,LR04,H3,fish,fish,FHM,70,-28.3,7.8,3.4
d-697,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.1,8.5,3.5
d-704,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-27.7,8.7,3.4
d-705,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-27.6,8.1,3.4
2016-LR04-FHM-104,2016,Laramie,LR04,H3,fish,fish,FHM,69,-30.158221,7.60693,3.504443799
2016-LR04-FHM-106,2016,Laramie,LR04,H3,fish,fish,FHM,47,-30.0522234,8.19475,3.690807961
2016-LR04-FHM-105,2016,Laramie,LR04,H3,fish,fish,FHM,57,-30.2795664,8.22404,3.652384428
2016-LR04-H1-photo-macrophtye,2016,Laramie,LR04,H1,baseline,photo,filimentous,NA,-31.44916712,3.114733,12.83807291
2017-LR04-H2-photo-filimentous,2017,Laramie,LR04,H2,baseline,photo,filimentous,NA,-31.34823856,2.6547512,15.270543
d-42,2013,Laramie,LR04,H3,invert,invert,Gammaridae,NA,-27.9556,5.2,5.2
B-2016-LR04-H3-44,2016,Laramie,LR04,H3,invert,invert,Gammarus,NA,-27.50383694,6.5218812,4.659856697
B-2016-LR04-H3-441,2016,Laramie,LR04,H3,invert,invert,Gammarus,NA,-27.382747,6.02937828,4.38473
d-220,2013,Laramie,LR04,H3,invert,invert,Gerridae,NA,-26.6,6.1,3.8
d-46,2013,Laramie,LR04,H3,invert,invert,Gomphidae,NA,-28.8259,5.5,4.8
d-194,2013,Laramie,LR04,H3,invert,invert,Gomphidae,NA,-29.6,6.6,3.9
B-2016-LR04-H3-42,2016,Laramie,LR04,H3,invert,invert,Gomphidae,NA,-29.04618047,6.3902655,4.473072199
B-2016-LR04-H3-421,2016,Laramie,LR04,H3,invert,invert,Gomphidae,NA,-29.2171723,6.1003828,4.493782
d-216,2013,Laramie,LR04,H3,invert,invert,Gyrinidae,NA,-26.215,6.5,4.4
d-189,2013,Laramie,LR04,H3,invert,invert,Gyrinidae,NA,-22.347,7.1,4.5
d-218,2013,Laramie,LR04,H3,invert,invert,Hahniidae,NA,-27.2,8,3.9
d-135,2013,Laramie,LR04,H3,invert,invert,Hahniidae,NA,-27,7.6,4
B-2016-LR04-H2-13,2016,Laramie,LR04,H2,invert,invert,Heptaganeidae,NA,-29.30306654,5.40372,6.40192529
B-2016-LR04-H2-13,2016,Laramie,LR04,H2,invert,invert,Heptaganeidae,NA,-29.27684964,5.9374,6.4
B-2016-LR04-H2-13,2016,Laramie,LR04,H2,invert,invert,Heptaganeidae,NA,-30.03413162,5.381923,6.4
d-167,2013,Laramie,LR04,H3,invert,invert,Heptageniidae,NA,-28.7292,5,4.2
d-137,2013,Laramie,LR04,H3,invert,invert,Heptageniidae,NA,-28.3,4.4,3.8
d-188,2013,Laramie,LR04,H3,invert,invert,Herbiidae,NA,-27,7.3,4
d-17,2013,Laramie,LR04,H3,invert,invert,Hydrophilidae,NA,-24.5711,3.8,4.4
d-168,2013,Laramie,LR04,H3,invert,invert,Hydropsychidae,NA,-29.5995,6,4.4
